time	latitude	longitude	si10
1079616	35.5	27.25	7.27883617777511
1079616	35.5	27.5	7.178268889932058
1079616	35.5	27.75	7.057230716356817
1079616	35.5	28.0	6.799638737560113
1079616	35.5	28.25	6.500048949543007
1079616	35.5	28.5	6.210532137044915
1079616	35.5	28.75	6.041078694039578
1079616	35.5	29.0	6.091118636940482
1079616	35.5	29.25	6.055457054256234
1079616	35.5	29.5	6.002980101149117
1079616	35.5	29.75	5.910211245965945
1079616	35.5	30.0	5.7483937682734085
1079616	35.5	30.25	5.612164897746108
1079616	35.5	30.5	5.593318685484728
1079616	35.5	30.75	5.630929876333947
1079616	35.5	31.0	5.715656597836615
1079616	35.5	31.25	5.721505422331527
1079616	35.5	31.5	5.7610662213457156
1079616	35.5	31.75	5.8081817519991645
1079616	35.5	32.0	5.758629211139503
1079616	35.5	32.25	5.831333348958188
1079616	35.5	32.5	6.051801538946915
1079616	35.5	32.75	5.687062344750384
1079616	35.5	33.0	5.481297449672475
1079616	35.5	33.25	5.343118970980203
1079616	35.5	33.5	5.124844090177068
1079616	35.5	33.75	4.957583956357323
1079616	35.5	34.0	5.43320711493654
1079616	35.5	34.25	5.571385593628811
1079616	35.5	34.5	5.504449046631497
1079616	35.5	34.75	5.479835243548747
1079616	35.5	35.0	5.433938217998404
1079616	35.25	26.0	6.032305457297212
1079616	35.25	26.25	7.017913618363249
1079616	35.25	26.5	7.26372671449659
1079616	35.25	26.75	7.298169792077733
1079616	35.25	27.0	7.416121086058437
1079616	35.25	27.25	7.3323691686382535
1079616	35.25	27.5	7.190535174636663
1079616	35.25	27.75	7.022543937755053
1079616	35.25	28.0	6.7915966038796105
1079616	35.25	28.25	6.613613625152529
1079616	35.25	28.5	6.463168861755652
1079616	35.25	28.75	6.333113750417423
1079616	35.25	29.0	6.212238044189264
1079616	35.25	29.25	6.134334951263991
1079616	35.25	29.5	6.09063123489924
1079616	35.25	29.75	6.020120406266146
1079616	35.25	30.0	5.8672386326630575
1079616	35.25	30.25	5.723942432537739
1079616	35.25	30.5	5.680969819234852
1079616	35.25	30.75	5.702253041702444
1079616	35.25	31.0	5.7339341743832115
1079616	35.25	31.25	5.741732607043093
1079616	35.25	31.5	5.749612273376515
1079616	35.25	31.75	5.703958948846793
1079616	35.25	32.0	5.573578902814403
1079616	35.25	32.25	5.519314808889396
1079616	35.25	32.5	4.876269049143352
1079616	35.25	32.75	3.9766061146830896
1079616	35.25	33.0	2.880195222907906
1079616	35.25	33.25	2.583042445097013
1079616	35.25	33.5	2.5210611521856645
1079616	35.25	33.75	3.086528753700598
1079616	35.25	34.0	4.5440233243629935
1079616	35.25	34.25	5.132398821816328
1079616	35.25	34.5	5.363102454671149
1079616	35.25	34.75	5.41631051084013
1079616	35.25	35.0	5.451972093524379
1079616	35.0	26.0	7.061129932686757
1079616	35.0	26.25	7.351377848246714
1079616	35.0	26.5	7.394594162570223
1079616	35.0	26.75	7.350159343143607
1079616	35.0	27.0	7.299144596160217
1079616	35.0	27.25	7.220022998131839
1079616	35.0	27.5	7.153898787869929
1079616	35.0	27.75	7.0850126327076435
1079616	35.0	28.0	6.970798087709799
1079616	35.0	28.25	6.816941510024225
1079616	35.0	28.5	6.653905527228582
1079616	35.0	28.75	6.499074145460522
1079616	35.0	29.0	6.363332676974464
1079616	35.0	29.25	6.2913596422176425
1079616	35.0	29.5	6.217355765622311
1079616	35.0	29.75	6.123368405336033
1079616	35.0	30.0	5.997131276654205
1079616	35.0	30.25	5.884135236759467
1079616	35.0	30.5	5.817686091803395
1079616	35.0	30.75	5.76764614890249
1079616	35.0	31.0	5.67317138657497
1079616	35.0	31.25	5.691448963121567
1079616	35.0	31.5	5.66927217024503
1079616	35.0	31.75	5.585520252824846
1079616	35.0	32.0	5.427764458809332
1079616	35.0	32.25	4.982278993113613
1079616	35.0	32.5	3.7637738900071627
1079616	35.0	32.75	2.5684203838597353
1079616	35.0	33.0	2.159733772277832
1079616	35.0	33.25	2.2512841223578963
1079616	35.0	33.5	2.4741893225528364
1079616	35.0	33.75	3.2075669272758387
1079616	35.0	34.0	4.712258262265224
1079616	35.0	34.25	5.212738924947813
1079616	35.0	34.5	5.407780975118386
1079616	35.0	34.75	5.4847092639611725
1079616	35.0	35.0	5.644577133488739
1079616	34.75	26.0	7.284035132881698
1079616	34.75	26.25	7.366731012545856
1079616	34.75	26.5	7.4453652085329916
1079616	34.75	26.75	7.459256166708405
1079616	34.75	27.0	7.381678008477294
1079616	34.75	27.25	7.276642868589518
1079616	34.75	27.5	7.175831879725845
1079616	34.75	27.75	7.085987436790129
1079616	34.75	28.0	6.983714241802728
1079616	34.75	28.25	6.866006648842644
1079616	34.75	28.5	6.752035804865422
1079616	34.75	28.75	6.681200041538166
1079616	34.75	29.0	6.598666629221089
1079616	34.75	29.25	6.4677991811474564
1079616	34.75	29.5	6.343592894304139
1079616	34.75	29.75	6.2402636615607125
1079616	34.75	30.0	6.168534327824513
1079616	34.75	30.25	6.017439695039313
1079616	34.75	30.5	5.93758699394907
1079616	34.75	30.75	5.866751230621815
1079616	34.75	31.0	5.776419385644857
1079616	34.75	31.25	5.740757802960609
1079616	34.75	31.5	5.689499354956597
1079616	34.75	31.75	5.615089309993563
1079616	34.75	32.0	5.550589773202462
1079616	34.75	32.25	5.105997877915688
1079616	34.75	32.5	3.964177362631404
1079616	34.75	32.75	2.990754252596431
1079616	34.75	33.0	2.863867254526279
1079616	34.75	33.25	3.8536183329428786
1079616	34.75	33.5	4.50738693759626
1079616	34.75	33.75	5.103804568730096
1079616	34.75	34.0	5.471955577215326
1079616	34.75	34.25	5.3985203363347765
1079616	34.75	34.5	5.539866928295124
1079616	34.75	34.75	5.62215663959158
1079616	34.75	35.0	5.707370763135492
1079616	34.5	26.0	7.276155466548276
1079616	34.5	26.25	7.425138023821424
1079616	34.5	26.5	7.459743568749648
1079616	34.5	26.75	7.441222291182429
1079616	34.5	27.0	7.333343972720739
1079616	34.5	27.25	7.27883617777511
1079616	34.5	27.5	7.1860673225919385
1079616	34.5	27.75	7.117993504165058
1079616	34.5	28.0	7.039846710219165
1079616	34.5	28.25	6.96340582341762
1079616	34.5	28.5	6.888264675392723
1079616	34.5	28.75	6.812554891653042
1079616	34.5	29.0	6.691679185424881
1079616	34.5	29.25	6.595498515953013
1079616	34.5	29.5	6.4822587750376535
1079616	34.5	29.75	6.391683229040074
1079616	34.5	30.0	6.292334446300128
1079616	34.5	30.25	6.155861874752206
1079616	34.5	30.5	6.075765472641342
1079616	34.5	30.75	6.006635616458436
1079616	34.5	31.0	5.931250767412917
1079616	34.5	31.25	5.844330736724657
1079616	34.5	31.5	5.809400257102271
1079616	34.5	31.75	5.793803391782509
1079616	34.5	32.0	5.742220009084336
1079616	34.5	32.25	5.624349948777172
1079616	34.5	32.5	5.519558509910017
1079616	34.5	32.75	4.940768585934453
1079616	34.5	33.0	4.872857234854654
1079616	34.5	33.25	5.129230708548251
1079616	34.5	33.5	5.637022401849479
1079616	34.5	33.75	5.564237030357254
1079616	34.5	34.0	5.669515871265651
1079616	34.5	34.25	5.567486377298871
1079616	34.5	34.5	5.595268293649698
1079616	34.5	34.75	5.68072611821423
1079616	34.5	35.0	5.58990687119603
1079616	34.25	26.0	7.317665873727435
1079616	34.25	26.25	7.4453652085329916
1079616	34.25	26.5	7.4812704922378614
1079616	34.25	26.75	7.440247487099944
1079616	34.25	27.0	7.339680199256891
1079616	34.25	27.25	7.249592055300555
1079616	34.25	27.5	7.161940921550431
1079616	34.25	27.75	7.093542168429389
1079616	34.25	28.0	7.060642530645515
1079616	34.25	28.25	7.037653401033573
1079616	34.25	28.5	6.996142993854414
1079616	34.25	28.75	6.929531381551261
1079616	34.25	29.0	6.816941510024225
1079616	34.25	29.25	6.724416355861675
1079616	34.25	29.5	6.650981114981127
1079616	34.25	29.75	6.556912521021308
1079616	34.25	30.0	6.4419668729616
1079616	34.25	30.25	6.31914155856847
1079616	34.25	30.5	6.231490424818346
1079616	34.25	30.75	6.175357956401909
1079616	34.25	31.0	6.134578652284613
1079616	34.25	31.25	6.053507446091263
1079616	34.25	31.5	6.013459245035832
1079616	34.25	31.75	5.9661000133617605
1079616	34.25	32.0	5.928326355165461
1079616	34.25	32.25	5.962688199073063
1079616	34.25	32.5	6.0544822501737485
1079616	34.25	32.75	5.997131276654205
1079616	34.25	33.0	5.9812907103138215
1079616	34.25	33.25	6.006148214417193
1079616	34.25	33.5	5.915328967398992
1079616	34.25	33.75	5.829140039772596
1079616	34.25	34.0	5.750343376438379
1079616	34.25	34.25	5.594049788546592
1079616	34.25	34.5	5.481297449672475
1079616	34.25	34.75	5.513953386435728
1079616	34.25	35.0	5.484465562940551
1079616	34.0	26.0	7.302556410448915
1079616	34.0	26.25	7.400686688085755
1079616	34.0	26.5	7.424163219738939
1079616	34.0	26.75	7.352840054370441
1079616	34.0	27.0	7.270306642053365
1079616	34.0	27.25	7.232939152224767
1079616	34.0	27.5	7.177294085849573
1079616	34.0	27.75	7.1136068857938755
1079616	34.0	28.0	7.104102545989646
1079616	34.0	28.25	7.105808453133994
1079616	34.0	28.5	7.080382313315839
1079616	34.0	28.75	7.016695113260143
1079616	34.0	29.0	6.922464051953243
1079616	34.0	29.25	6.846510567192942
1079616	34.0	29.5	6.772994092638852
1079616	34.0	29.75	6.702726965026381
1079616	34.0	30.0	6.597204423097361
1079616	34.0	30.25	6.47787215666647
1079616	34.0	30.5	6.371862212696209
1079616	34.0	30.75	6.323284475919031
1079616	34.0	31.0	6.302569889166222
1079616	34.0	31.25	6.254479554430287
1079616	34.0	31.5	6.189248914577322
1079616	34.0	31.75	6.112889261449318
1079616	34.0	32.0	6.074303266517614
1079616	34.0	32.25	6.074303266517614
1079616	34.0	32.5	6.0298684470909985
1079616	34.0	32.75	6.116301075738016
1079616	34.0	33.0	6.14725110535692
1079616	34.0	33.25	6.116544776758637
1079616	34.0	33.5	5.992988359303643
1079616	34.0	33.75	5.89607658676991
1079616	34.0	34.0	5.779100096871691
1079616	34.0	34.25	5.589175768134166
1079616	34.0	34.5	5.405587665932794
1079616	34.0	34.75	5.364320959774256
1079616	34.0	35.0	5.149214192239197
1079616	33.75	26.0	7.221485204255567
1079616	33.75	26.25	7.292808369624064
1079616	33.75	26.5	7.284766235943561
1079616	33.75	26.75	7.206863143018289
1079616	33.75	27.0	7.229527337936069
1079616	33.75	27.25	7.209300153224502
1079616	33.75	27.5	7.195165494028467
1079616	33.75	27.75	7.163403127674159
1079616	33.75	28.0	7.153898787869929
1079616	33.75	28.25	7.141145101124081
1079616	33.75	28.5	7.114094287835118
1079616	33.75	28.75	7.049594751044017
1079616	33.75	29.0	6.9907815714007455
1079616	33.75	29.25	6.914584385619822
1079616	33.75	29.5	6.86137632945084
1079616	33.75	29.75	6.793058810003338
1079616	33.75	30.0	6.692166587466124
1079616	33.75	30.25	6.60061623738606
1079616	33.75	30.5	6.494443826068718
1079616	33.75	30.75	6.455126728075149
1079616	33.75	31.0	6.409229702524806
1079616	33.75	31.25	6.369668903510617
1079616	33.75	31.5	6.333601152458666
1079616	33.75	31.75	6.254479554430287
1079616	33.75	32.0	6.193879233969127
1079616	33.75	32.25	6.129704631872187
1079616	33.75	32.5	6.075765472641342
1079616	33.75	32.75	6.050095631802566
1079616	33.75	33.0	6.0718662563114005
1079616	33.75	33.25	6.062849318548413
1079616	33.75	33.5	6.035717271585909
1079616	33.75	33.75	5.938318097010934
1079616	33.75	34.0	5.787142230552194
1079616	33.75	34.25	5.615820413055427
1079616	33.75	34.5	5.375774907743456
1079616	33.75	34.75	5.268383991323008
1079616	33.75	35.0	5.052546120726085
1079616	33.5	26.0	7.0940295704706315
1079616	33.5	26.25	7.1233549266187275
1079616	33.5	26.5	7.087449642913857
1079616	33.5	26.75	7.101909236804053
1079616	33.5	27.0	7.124329730701212
1079616	33.5	27.25	7.180462199117649
1079616	33.5	27.5	7.177050384828951
1079616	33.5	27.75	7.156823200117384
1079616	33.5	28.0	7.16169722052981
1079616	33.5	28.25	7.147075159292532
1079616	33.5	28.5	7.106539556195858
1079616	33.5	28.75	7.039115607157301
1079616	33.5	29.0	6.99736149895752
1079616	33.5	29.25	6.96145621525265
1079616	33.5	29.5	6.914096983578579
1079616	33.5	29.75	6.830182598811315
1079616	33.5	30.0	6.753985413030391
1079616	33.5	30.25	6.673401608878285
1079616	33.5	30.5	6.600372536365438
1079616	33.5	30.75	6.5728343210352325
1079616	33.5	31.0	6.4851831872851085
1079616	33.5	31.25	6.446597192353405
1079616	33.5	31.5	6.412397815792883
1079616	33.5	31.75	6.388515115771997
1079616	33.5	32.0	6.3188978575478485
1079616	33.5	32.25	6.236608146251393
1079616	33.5	32.5	6.163416606391466
1079616	33.5	32.75	6.138721569635175
1079616	33.5	33.0	6.095261554291045
1079616	33.5	33.25	6.066992235898975
1079616	33.5	33.5	6.041322395060199
1079616	33.5	33.75	5.913866761275265
1079616	33.5	34.0	5.753998891747698
1079616	33.5	34.25	5.668053665141923
1079616	33.5	34.5	5.368707578145439
1079616	33.5	34.75	5.247344469876036
1079616	33.5	35.0	4.757180483733081
1079616	33.25	26.0	7.0071095397823715
1079616	33.25	26.25	6.943909741767917
1079616	33.25	26.5	6.92563216522132
1079616	33.25	26.75	6.968604778524208
1079616	33.25	27.0	7.03131717449742
1079616	33.25	27.25	7.086474838831371
1079616	33.25	27.5	7.140901400103459
1079616	33.25	27.75	7.173151168499011
1079616	33.25	28.0	7.174369673602117
1079616	33.25	28.25	7.154629890931792
1079616	33.25	28.5	7.108001762319585
1079616	33.25	28.75	7.033754184703632
1079616	33.25	29.0	7.008328044885478
1079616	33.25	29.25	6.971772891792284
1079616	33.25	29.5	6.92733807236567
1079616	33.25	29.75	6.873317679461284
1079616	33.25	30.0	6.826689550849077
1079616	33.25	30.25	6.760321639566545
1079616	33.25	30.5	6.6836370517443795
1079616	33.25	30.75	6.619218748626818
1079616	33.25	31.0	6.54789558325832
1079616	33.25	31.25	6.504679268934812
1079616	33.25	31.5	6.474216641357151
1079616	33.25	31.75	6.454151923992665
1079616	33.25	32.0	6.4373365535697955
1079616	33.25	32.25	6.330351805517049
1079616	33.25	32.5	6.233440032983316
1079616	33.25	32.75	6.153424864545992
1079616	33.25	33.0	6.081857998156874
1079616	33.25	33.25	6.050339332823187
1079616	33.25	33.5	5.957814178660637
1079616	33.25	33.75	5.840918922435958
1079616	33.25	34.0	5.714925494774752
1079616	33.25	34.25	5.636778700828858
1079616	33.25	34.5	5.3648083618154985
1079616	33.25	34.75	5.1612367759231805
1079616	33.25	35.0	4.611122338707388
1079616	33.0	26.0	6.904836344794971
1079616	33.0	26.25	6.8350566192237405
1079616	33.0	26.5	6.850897185564125
1079616	33.0	26.75	6.903374138671243
1079616	33.0	27.0	6.9683610775035865
1079616	33.0	27.25	7.039603009198544
1079616	33.0	27.5	7.10312774190716
1079616	33.0	27.75	7.119455710288786
1079616	33.0	28.0	7.122380122536242
1079616	33.0	28.25	7.107270659257722
1079616	33.0	28.5	7.087937044955099
1079616	33.0	28.75	7.079407509233354
1079616	33.0	29.0	7.073314983717822
1079616	33.0	29.25	7.049594751044017
1079616	33.0	29.5	6.998092602019383
1079616	33.0	29.75	6.93513650502555
1079616	33.0	30.0	6.878029232526629
1079616	33.0	30.25	6.826933251869698
1079616	33.0	30.5	6.769094876308912
1079616	33.0	30.75	6.703458068088244
1079616	33.0	31.0	6.643588850688947
1079616	33.0	31.25	6.61190771800818
1079616	33.0	31.5	6.582094959818842
1079616	33.0	31.75	6.534735728144771
1079616	33.0	32.0	6.461219253590682
1079616	33.0	32.25	6.313780136114802
1079616	33.0	32.5	6.234414837065801
1079616	33.0	32.75	6.167072121700785
1079616	33.0	33.0	6.0830765032599805
1079616	33.0	33.25	6.0269440348435435
1079616	33.0	33.5	5.891446267378106
1079616	33.0	33.75	5.804282535669224
1079616	33.0	34.0	5.712975886609781
1079616	33.0	34.25	5.521589351748528
1079616	33.0	34.5	5.46147643332861
1079616	33.0	34.75	5.188531290232765
1079616	33.0	35.0	4.1177090056228165
1079616	32.75	26.0	6.776162205906929
1079616	32.75	26.25	6.702483264005759
1079616	32.75	26.5	6.713206108913096
1079616	32.75	26.75	6.766414165082077
1079616	32.75	27.0	6.8455357631104565
1079616	32.75	27.25	6.940497927479219
1079616	32.75	27.5	7.032291978579905
1079616	32.75	27.75	7.088180745975721
1079616	32.75	28.0	7.124573431721833
1079616	32.75	28.25	7.127254142948668
1079616	32.75	28.5	7.092811065367526
1079616	32.75	28.75	7.059911427583652
1079616	32.75	29.0	7.041796318384135
1079616	32.75	29.25	7.033023081641769
1079616	32.75	29.5	7.0237624428581595
1079616	32.75	29.75	7.009059147947342
1079616	32.75	30.0	6.952439277489662
1079616	32.75	30.25	6.892407592743284
1079616	32.75	30.5	6.822059231457272
1079616	32.75	30.75	6.741312959958084
1079616	32.75	31.0	6.660972856826599
1079616	32.75	31.25	6.6155632333174985
1079616	32.75	31.5	6.580632753695114
1079616	32.75	31.75	6.531811315897316
1079616	32.75	32.0	6.4419668729616
1079616	32.75	32.25	6.341399585118547
1079616	32.75	32.5	6.261059481987062
1079616	32.75	32.75	6.147982208418783
1079616	32.75	33.0	5.9946942664479925
1079616	32.75	33.25	5.952940158248211
1079616	32.75	33.5	5.798677412194935
1079616	32.75	33.75	5.684625334544171
1079616	32.75	34.0	5.583814345680497
1079616	32.75	34.25	5.4412492486170425
1079616	32.75	34.5	5.441492949637664
1079616	32.75	34.75	5.0464535952105525
1079616	32.75	35.0	3.8889549809329655
1079616	32.5	26.0	6.5691788057259135
1079616	32.5	26.25	6.538147542433469
1079616	32.5	26.5	6.585019372066297
1079616	32.5	26.75	6.636277820070308
1079616	32.5	27.0	6.71028169666564
1079616	32.5	27.25	6.802563149807568
1079616	32.5	27.5	6.939279422376113
1079616	32.5	27.75	6.994193385689443
1079616	32.5	28.0	7.0208380306107045
1079616	32.5	28.25	7.020106927548841
1079616	32.5	28.5	7.000529612225597
1079616	32.5	28.75	7.00686583876175
1079616	32.5	29.0	7.021569133672568
1079616	32.5	29.25	7.016695113260143
1079616	32.5	29.5	6.989075664256396
1079616	32.5	29.75	6.935867608087415
1079616	32.5	30.0	6.895819407031983
1079616	32.5	30.25	6.848947577399154
1079616	32.5	30.5	6.790621799797126
1079616	32.5	30.75	6.7444810732261615
1079616	32.5	31.0	6.700046253799546
1079616	32.5	31.25	6.648787805795535
1079616	32.5	31.5	6.590868196561209
1079616	32.5	31.75	6.52328178017557
1079616	32.5	32.0	6.421658454576493
1079616	32.5	32.25	6.293796652423856
1079616	32.5	32.5	6.221986085014116
1079616	32.5	32.75	6.126780219624732
1079616	32.5	33.0	5.988845441953082
1079616	32.5	33.25	5.870894147972377
1079616	32.5	33.5	5.715900298857236
1079616	32.5	33.75	5.577721820164965
1079616	32.5	34.0	5.486658872126143
1079616	32.5	34.25	5.46903116496787
1079616	32.5	34.5	5.037924059488808
1079616	32.5	34.75	4.0615765372063795
1079616	32.5	35.0	3.0059449495484913
1079616	32.25	26.0	6.406792692318594
1079616	32.25	26.25	6.385590703524541
1079616	32.25	26.5	6.382909992297707
1079616	32.25	26.75	6.439773563776008
1079616	32.25	27.0	6.522550677113706
1079616	32.25	27.25	6.645538458853918
1079616	32.25	27.5	6.7923277069414745
1079616	32.25	27.75	6.871124370275692
1079616	32.25	28.0	6.925388464200699
1079616	32.25	28.25	6.934405401963687
1079616	32.25	28.5	6.951464473407177
1079616	32.25	28.75	6.9539014836133894
1079616	32.25	29.0	6.935623907066793
1079616	32.25	29.25	6.905567447856834
1079616	32.25	29.5	6.881928448856569
1079616	32.25	29.75	6.851384587605367
1079616	32.25	30.0	6.799395036539492
1079616	32.25	30.25	6.736845107913361
1079616	32.25	30.5	6.663653568053434
1079616	32.25	30.75	6.620680954750546
1079616	32.25	31.0	6.568691403684671
1079616	32.25	31.25	6.547408181217078
1079616	32.25	31.5	6.492250516883126
1079616	32.25	31.75	6.442210573982221
1079616	32.25	32.0	6.409717104566049
1079616	32.25	32.25	6.296721064671312
1079616	32.25	32.5	6.2000529931582
1079616	32.25	32.75	6.091849740002346
1079616	32.25	33.0	5.913623060254643
1079616	32.25	33.25	5.744657019290549
1079616	32.25	33.5	5.623862546735929
1079616	32.25	33.75	5.425814850644361
1079616	32.25	34.0	5.290317083178923
1079616	32.25	34.25	5.335239304646781
1079616	32.25	34.5	4.716401179615786
1079616	32.25	34.75	3.738104049168387
1079616	32.25	35.0	2.908789475994137
1079616	32.0	26.0	6.128242425748459
1079616	32.0	26.25	6.262277987090169
1079616	32.0	26.5	6.23417113604518
1079616	32.0	26.75	6.291115941197021
1079616	32.0	27.0	6.403380878029896
1079616	32.0	27.25	6.535954233247877
1079616	32.0	27.5	6.648787805795535
1079616	32.0	27.75	6.717105325243036
1079616	32.0	28.0	6.769338577329533
1079616	32.0	28.25	6.798663933477628
1079616	32.0	28.5	6.824983643704727
1079616	32.0	28.75	6.843829855966107
1079616	32.0	29.0	6.85187198964661
1079616	32.0	29.25	6.82181553043665
1079616	32.0	29.5	6.7749437008038225
1079616	32.0	29.75	6.683880752765001
1079616	32.0	30.0	6.63481561394658
1079616	32.0	30.25	6.633353407822853
1079616	32.0	30.5	6.575027630220824
1079616	32.0	30.75	6.597204423097361
1079616	32.0	31.0	6.5145085434332035
1079616	32.0	31.25	6.543752665907759
1079616	32.0	31.5	6.533029821000422
1079616	32.0	31.75	6.4717796311509375
1079616	32.0	32.0	6.334819657561773
1079616	32.0	32.25	6.205414415611868
1079616	32.0	32.5	6.117763281861744
1079616	32.0	32.75	5.999324585839797
1079616	32.0	33.0	5.813299473432212
1079616	32.0	33.25	5.6448208345093605
1079616	32.0	33.5	5.517608901745047
1079616	32.0	33.75	5.323785356677581
1079616	32.0	34.0	5.180732857572884
1079616	32.0	34.25	5.2090834096384935
1079616	32.0	34.5	4.33184096907539
1079616	32.0	34.75	3.5054508081485958
1079616	32.0	35.0	2.695144914582806
1079616	31.75	26.0	5.703471546805551
1079616	31.75	26.25	5.959520085804986
1079616	31.75	26.5	6.042297199142684
1079616	31.75	26.75	6.113376663490561
1079616	31.75	27.0	6.225641600323435
1079616	31.75	27.25	6.357971254520796
1079616	31.75	27.5	6.499805248522386
1079616	31.75	27.75	6.562355177148517
1079616	31.75	28.0	6.604109285348298
1079616	31.75	28.25	6.633840809864096
1079616	31.75	28.5	6.689973278280533
1079616	31.75	28.75	6.678031928270089
1079616	31.75	29.0	6.680956340517545
1079616	31.75	29.25	6.648462871101373
1079616	31.75	29.5	6.5981792271798465
1079616	31.75	29.75	6.558131026124415
1079616	31.75	30.0	6.54789558325832
1079616	31.75	30.25	6.520601068948736
1079616	31.75	30.5	6.351635027984642
1079616	31.75	30.75	6.393389136184423
1079616	31.75	31.0	6.358458656562038
1079616	31.75	31.25	6.346761007572216
1079616	31.75	31.5	6.336038162664879
1079616	31.75	31.75	6.354559440232097
1079616	31.75	32.0	6.31353643509418
1079616	31.75	32.25	6.172433544154453
1079616	31.75	32.5	6.005904513396572
1079616	31.75	32.75	5.887059649006923
1079616	31.75	33.0	5.732715669280106
1079616	31.75	33.25	5.563749628316011
1079616	31.75	33.5	5.426545953706225
1079616	31.75	33.75	5.360421743444315
1079616	31.75	34.0	5.232478707618138
1079616	31.75	34.25	4.846781225648176
1079616	31.75	34.5	3.451755349938371
1079616	31.75	34.75	2.7556640013704263
1079616	31.75	35.0	2.757613609535397
1079616	31.5	26.0	5.105997877915688
1079616	31.5	26.25	5.365783165897983
1079616	31.5	26.5	5.507617159899574
1079616	31.5	26.75	5.5723603977112965
1079616	31.5	27.0	5.692911169245295
1079616	31.5	27.25	5.827677833648869
1079616	31.5	27.5	6.166828420680163
1079616	31.5	27.75	6.369425202489996
1079616	31.5	28.0	6.411423011710398
1079616	31.5	28.25	6.462925160735031
1079616	31.5	28.5	6.528155800587996
1079616	31.5	28.75	6.52328178017557
1079616	31.5	29.0	6.514995945474446
1079616	31.5	29.25	6.482502476058275
1079616	31.5	29.5	6.405574187215487
1079616	31.5	29.75	6.396313548431879
1079616	31.5	30.0	6.282505171801736
1079616	31.5	30.25	5.391453006736759
1079616	31.5	30.5	5.222243264752043
1079616	31.5	30.75	5.165867095314985
1079616	31.5	31.0	5.189018692274008
1079616	31.5	31.25	5.142146862641179
1079616	31.5	31.5	5.179758053490398
1079616	31.5	31.75	5.2026659494288
1079616	31.5	32.0	5.89047146329562
1079616	31.5	32.25	6.159761091082146
1079616	31.5	32.5	5.986895833788111
1079616	31.5	32.75	5.7788563958510695
