time	latitude	longitude	lsm
1079616	31.25	34.25	0.6981673355408725
1079616	31.25	34.5	0.918834785527902
1079616	31.25	34.75	0.9998779240993088
1079616	31.25	35.0	0.997375368135138
1079616	31.0	26.0	1.0
1079616	31.0	26.25	1.0
1079616	31.0	26.5	1.0
1079616	31.0	26.75	1.0
1079616	31.0	27.0	1.0
1079616	31.0	27.25	0.9998321456365495
1079616	31.0	27.5	0.9991454686951612
1079616	31.0	27.75	0.9585857506904918
1079616	31.0	28.0	0.8139258083713549
1079616	31.0	28.25	0.7280148932598843
1079616	31.0	28.5	0.6188637785543162
1079616	31.0	28.75	0.30364854348190984
1079616	31.0	29.0	0.20388201364198189
1079616	31.0	29.25	0.17365296873330993
1079616	31.0	29.5	0.2350876657561839
1079616	31.0	29.75	0.6750644713350525
1079616	31.0	30.0	0.9762714968031374
1079616	31.0	30.25	0.9987487220179146
1079616	31.0	30.5	0.9927670028840432
1079616	31.0	30.75	0.9801168876749119
1079616	31.0	31.0	0.9971617353089284
1079616	31.0	31.25	0.9976500389116933
1079616	31.0	31.5	0.9978941907130758
1079616	31.0	31.75	0.9881128591701891
1079616	31.0	32.0	0.9564646819159812
1079616	31.0	32.25	0.9251216944135017
1079616	31.0	32.5	0.7335998657165093
1079616	31.0	32.75	0.6842354233744831
1079616	31.0	33.0	0.7811331695481666
1079616	31.0	33.25	0.7655990111852045
1079616	31.0	33.5	0.8183663192589993
1079616	31.0	33.75	0.920482810187234
1079616	31.0	34.0	0.9723498084934308
1079616	31.0	34.25	1.0
1079616	31.0	34.5	0.9999847405124136
1079616	31.0	34.75	0.9999542215372408
1079616	31.0	35.0	0.9968870645323731
